ID,SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,CITY,STATE,ZIP,BEDS,BATHS,LOCATION,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,DAYS.ON.MARKET,X..SQUARE.FEET,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
20347,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30305,4,4.5,Emerson,4824,NA,2017,205,1134,NA,Active,,,GAMLS,N,Y,33.8,-84.4
20348,MLS Listing,NA,Multi-Family (2-4 Unit),Jacksonville,FL,32206,4,4,Springfield,3000,NA,1942,2,87,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
20349,MLS Listing,NA,Condo/Co-op,Buena Park,CA,90621,4,4,82 - Buena Park,1788,NA,2015,1,352,223,Active,March-17-2018 11:00 AM,March-17-2018 03:00 PM,CRMLS,N,Y,33.9,-118
20350,MLS Listing,NA,Other,Orlando,FL,32821,1,2,Orlando,798,798,2006,131,149,490,Active,,,MFRMLS,N,Y,28.4,-81.5
20351,MLS Listing,NA,Mobile/Manufactured Home,Jacksonville,FL,32219,2,1,Dinsmore,696,NA,1972,86,65,NA,Active,,,NEFLMLS,N,Y,30.4,-81.8
20352,MLS Listing,NA,Multi-Family (5+ Unit),Ridgewood,NY,11385,12,6,Ridgewood,NA,2500,1930,56,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.9
20353,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21202,1,1,414 Water Street Condominium,662,NA,2008,235,286,250,Active,,,MRIS,N,Y,39.3,-76.6
20354,MLS Listing,NA,Multi-Family (2-4 Unit),Huntington Beach,CA,92647,8,4,16 - Fountain Valley / Northeast HB,3600,7841,1964,5,326,NA,Active,,,CRMLS,N,Y,33.7,-118
20355,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,3,Infinity At Brickell,1467,NA,2008,910,354,1025,Active,,,MARMLS,N,Y,25.8,-80.2
20356,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,1,1,One Miami East Condo,846,NA,2005,35,377,467,Active,,,MARMLS,N,Y,25.8,-80.2
20357,MLS Listing,NA,Single Family Residential,Atlanta,GA,30318,2,2,,NA,9583,1960,15,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
20358,MLS Listing,NA,Condo/Co-op,Laguna Woods,CA,92637,2,1.75,LW - Laguna Woods,940,NA,1966,8,402,577,Active,,,CRMLS,N,Y,33.6,-117.7
20359,New Construction Plan,NA,Single Family Residential,Orlando,FL,32827,4,3.5,Laureate Park at Lake Nona Village,2753,NA,NA,NA,170,NA,Active,,,NewHomeSource.com,N,Y,28.4,-81.3
20360,MLS Listing,NA,Single Family Residential,Raleigh,NC,27613,4,4,MacTavish,3506,53578,2018,6,212,125,Active,,,TMLS,N,Y,36,-78.7
20361,MLS Listing,NA,Single Family Residential,Pinecrest,FL,33156,7,9.5,Briercliff Sub,10000,38071,2018,104,520,NA,Active,,,MARMLS,N,Y,25.7,-80.3
20362,MLS Listing,NA,Single Family Residential,Orlando,FL,32806,3,2,Orlando,1628,10505,1925,13,184,NA,Active,,,MFRMLS,N,Y,28.5,-81.3
20363,New Construction Plan,NA,Single Family Residential,Orlando,FL,32824,5,4.5,Beacon Park Landing,3309,NA,NA,NA,102,NA,Active,,,DR Horton,N,Y,28.4,-81.3
20364,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30305,1,1,The Concorde,NA,NA,1988,42,NA,NA,Active,,,FMLS,N,Y,33.8,-84.4
20365,MLS Listing,NA,Single Family Residential,Miami,FL,33186,4,2.5,Four Lakes Sec 1,2553,5540,1993,78,151,184,Active,,,MARMLS,N,Y,25.6,-80.4
20366,MLS Listing,NA,Vacant Land,Jacksonville,FL,32223,NA,NA,Cormorant Cove,NA,NA,NA,581,NA,NA,Active,,,NEFLMLS,N,Y,30.1,-81.6
20367,MLS Listing,NA,Single Family Residential,Atlanta,GA,30345,5,4.5,Briarcliff Woods East,4621,21780,1978,23,162,NA,Active,,,GAMLS,N,Y,33.8,-84.3
20368,MLS Listing,NA,Single Family Residential,Beechhurst,NY,11357,3,3,Beechhurst,1968,4000,1930,107,431,NA,Active,,,MLSLI,N,Y,40.8,-73.8
20369,MLS Listing,NA,Vacant Land,Richmond,VA,23222,0,NA,Stratford Village,NA,25656,NA,245,NA,NA,Active,NA,NA,CVRMLS,N,Y,37.6,-77.4
20370,MLS Listing,NA,Single Family Residential,Atlanta,GA,30305,4,3,Garden Hills,NA,9844,1906,9,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
20371,MLS Listing,NA,Townhouse,Durham,NC,27713,3,3,Durham,2004,2178,2018,97,160,120,Active,,,TMLS,N,Y,35.9,-78.9
20372,MLS Listing,NA,Multi-Family (2-4 Unit),Brooklyn,NY,11214,4,3,Brooklyn,NA,1940,1945,59,NA,NA,Active,,,BNYMLS,N,Y,40.6,-74
20373,MLS Listing,NA,Single Family Residential,Miami,FL,33155,4,2,Oaklawn Sub,1454,8475,1949,1,241,NA,Active,,,MARMLS,N,Y,25.8,-80.3
20374,MLS Listing,NA,Single Family Residential,Baltimore,MD,21206,3,2.5,County Side,1550,7500,1931,64,180,NA,Active,,,MRIS,N,Y,39.3,-76.5
20375,MLS Listing,NA,Vacant Land,Decatur,GA,30032,NA,NA,East Lake Terrace,NA,8712,NA,56,NA,NA,Active,,,GAMLS,N,Y,33.7,-84.3
20376,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,4,3.5,Villini At Glen Kernan,3586,NA,2007,47,209,208,Active,,,NEFLMLS,N,Y,30.3,-81.5
20377,MLS Listing,NA,Condo/Co-op,Miami,FL,33138,2,1,Nirvana,926,NA,1972,30,409,NA,Active,,,MARMLS,N,Y,25.8,-80.2
20378,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,2,2,Villas at Culp Arbor,1799,6969,2017,55,242,258,Active,,,TMLS,N,Y,35.9,-79
20379,New Construction Plan,NA,Single Family Residential,Raleigh,NC,27613,4,4,Stonehenge Manors,3228,NA,NA,NA,180,NA,Active,,,NewHomeFeed,N,Y,35.9,-78.7
20380,MLS Listing,NA,Multi-Family (2-4 Unit),call Listing Agent,NY,11378,5,4,Queens,2716,NA,2006,100,460,NA,Active,,,HGMLS,N,Y,40.7,-73.9
20381,MLS Listing,NA,Single Family Residential,Huntington Beach,CA,92649,4,4.75,17 - Northwest Huntington Beach,5116,7638,2006,260,1129,140,Active,,,CRMLS,N,Y,33.7,-118.1
20382,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30303,1,1,The Healy Building,NA,NA,1913,12,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
20383,MLS Listing,NA,Townhouse,Baltimore,MD,21231,2,1.5,Butchers Hill,920,NA,1910,1,201,NA,Active,,,MRIS,N,Y,39.3,-76.6
20384,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,2,2,Icon Bay,1143,NA,2015,29,674,594,Active,,,MARMLS,N,Y,25.8,-80.2
20385,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30326,2,2,Meridian Buckhead,1424,NA,2000,15,291,37,Active,,,GAMLS,N,Y,33.8,-84.4
20386,MLS Listing,NA,Condo/Co-op,Richmond,VA,23226,4,3,The Tiber /westhampton,2734,NA,2017,68,329,352,Active,NA,NA,CVRMLS,N,Y,37.6,-77.5
20387,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30303,2,2,Brick House Lofts,1053,NA,1920,28,266,200,Active,,,GAMLS,N,Y,33.7,-84.4
20388,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,,1088,NA,2008,275,404,744,Active,,,MARMLS,N,Y,25.8,-80.2
20389,New Construction Plan,NA,Townhouse,Morrisville,NC,27560,3,2.5,Trilogy at Brier Creek: Heritage,1635,NA,NA,NA,135,NA,Active,,,NewHomeSource.com,N,Y,35.9,-78.8
20390,MLS Listing,NA,Townhouse,Baltimore,MD,21230,3,3,Locust Point,1278,NA,1875,40,340,NA,Active,,,MRIS,N,Y,39.3,-76.6
20391,MLS Listing,NA,Single Family Residential,Atlanta,GA,30341,2,1,Happy Valley,NA,17424,1954,309,NA,NA,Active,,,GAMLS,N,Y,33.9,-84.3
20392,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32226,3,2,Cedarbrook,1701,NA,2018,21,134,32,Active,,,NEFLMLS,N,Y,30.5,-81.6
20393,MLS Listing,NA,Vacant Land,Dana Point,CA,92629,NA,NA,MB - Monarch Beach,NA,9047,NA,37,NA,1095,Active,,,CRMLS,N,Y,33.5,-117.7
20394,MLS Listing,NA,Single Family Residential,Dana Point,CA,92629,3,2.5,DH - Dana Hills,1819,4033,1991,21,522,215,Active,March-10-2018 01:00 PM,March-10-2018 04:00 PM,CRMLS,N,Y,33.5,-117.7
20395,MLS Listing,NA,Condo/Co-op,Miami,FL,33179,2,2,,835,NA,1987,58,166,290,Active,,,MARMLS,N,Y,26,-80.2
20396,MLS Listing,NA,Single Family Residential,Miami,FL,33133,4,3,Natoma Manors Re Sub,2835,8250,1950,184,353,NA,Active,,,MARMLS,N,Y,25.7,-80.2
20397,MLS Listing,NA,Condo/Co-op,Bayside,NY,11364,2,1,Bell Blvd Garden,NA,NA,1950,104,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.8
20398,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32224,4,4.5,Villini At Glen Kernan,3344,NA,2006,62,202,208,Active,,,NEFLMLS,N,Y,30.3,-81.5
20399,New Construction Home,NA,Townhouse,Cary,NC,27519,3,3,Amberly Glen - Designer Collection,1851,NA,2018,49,191,NA,Active,,,NewHomeSource.com,N,Y,35.8,-78.9
20400,MLS Listing,NA,Townhouse,Baltimore,MD,21224,4,3,Canton,1950,923,1880,89,264,NA,Active,,,MRIS,N,Y,39.3,-76.6
20401,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2,500 Brickell,1197,NA,2008,240,497,614,Active,,,MARMLS,N,Y,25.8,-80.2
20402,MLS Listing,NA,Single Family Residential,Baltimore,MD,21218,6,5.5,Guilford,6433,37592,1922,23,249,88,Active,,,MRIS,N,Y,39.3,-76.6
20403,MLS Listing,NA,Condo/Co-op,Baltimore,MD,21231,1,1,Fells Point,1040,NA,1900,46,284,541,Active,,,MRIS,N,Y,39.3,-76.6
20404,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,1,1.5,Vizcayne South Condo,1140,NA,2008,197,307,814,Active,,,MARMLS,N,Y,25.8,-80.2
20405,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32221,4,2.5,Panther Creek,2671,NA,2018,27,111,33,Active,,,NEFLMLS,N,Y,30.3,-81.9
20406,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27516-9100,4,3,Claremont,3132,4356,2007,22,191,82,Active,,,TMLS,N,Y,35.9,-79.1
20407,MLS Listing,NA,Townhouse,Staten Island,NY,10314,3,3,Bulls Head,1920,4050,1980,6,372,NA,Active,,,SIBORMLS,N,Y,40.6,-74.2
20408,MLS Listing,NA,Condo/Co-op,Miami,FL,33138,2,2,The Towers Of Quayside,NA,NA,1981,88,NA,NA,Active,,,MARMLS,N,Y,25.9,-80.2
20409,MLS Listing,NA,Condo/Co-op,Brooklyn,NY,11214,1,1,Brooklyn,759,NA,NA,43,697,NA,Active,,,BNYMLS,N,Y,40.6,-74
20410,MLS Listing,NA,Condo/Co-op,Coral Gables,FL,33134,2,2,Coral Gables Tower,1125,NA,1974,21,328,569,Active,,,MARMLS,N,Y,25.7,-80.3
20411,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32210,3,3,Glendas Meadow,2481,NA,2007,40,87,33,Active,,,NEFLMLS,N,Y,30.3,-81.8
20412,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32216,2,2,Deerwood Place,1509,NA,2006,13,118,287,Active,,,NEFLMLS,N,Y,30.3,-81.6
20413,MLS Listing,NA,Single Family Residential,Coral Gables,FL,33134,5,3,Hills Trail Grove,1409,5928,2001,58,347,NA,Active,,,MARMLS,N,Y,25.8,-80.3
20414,New Construction Plan,NA,Single Family Residential,Jacksonville,FL,32218,4,2,Pine Lakes,2135,NA,NA,NA,114,NA,Active,,,DR Horton,N,Y,30.5,-81.6
20415,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27514,3,3,Sedgefield,2145,43995,1986,40,179,23,Active,,,TMLS,N,Y,36,-79.1
20416,MLS Listing,NA,Single Family Residential,Miami,FL,33138,3,2,Shore Crest,2129,6240,1953,277,272,NA,Active,,,MARMLS,N,Y,25.8,-80.2
20417,MLS Listing,NA,Single Family Residential,Raleigh,NC,27603,3,1,Carolina Pines,1331,20908,1955,9,177,NA,Active,,,TMLS,N,Y,35.8,-78.7
20418,MLS Listing,NA,Single Family Residential,Atlanta,GA,30307,3,2,Edgewood,NA,8712,1988,7,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.3
20419,MLS Listing,NA,Condo/Co-op,Laguna Beach,CA,92651,2,2,SL - South Laguna,1028,NA,1963,207,2335,1304,Active,,,CRMLS,N,Y,33.5,-117.7
20420,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32205,2,1,Hyde Grove,792,NA,1944,118,116,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
20421,MLS Listing,NA,Single Family Residential,Orlando,FL,32805,4,2,Orlando,1508,7265,1971,272,133,12,Active,,,MFRMLS,N,Y,28.5,-81.4
20422,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,3,2.5,Icon Brickell,1825,NA,2008,15,767,1794,Active,,,MARMLS,N,Y,25.8,-80.2
20423,MLS Listing,NA,Multi-Family (2-4 Unit),Ozone Park,NY,11416,6,2.5,Ozone Park,1500,2500,1930,33,466,NA,Active,,,MLSLI,N,Y,40.7,-73.9
20424,MLS Listing,NA,Townhouse,Baltimore,MD,21224,5,1.5,Hopkins East,1170,NA,1880,161,80,NA,Active,,,MRIS,N,Y,39.3,-76.6
20425,MLS Listing,NA,Townhouse,Baltimore,MD,21218,3,2,Barclay,NA,1485,1900,13,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
20426,MLS Listing,NA,Vacant Land,Orlando,FL,32822,0,NA,Orlando,NA,633362,NA,99,NA,NA,Active,,,MFRMLS,N,Y,28.5,-81.3
20427,MLS Listing,NA,Single Family Residential,Miami,FL,33133,4,3.5,Bay Heights 1st Add,3011,11190,1955,149,482,NA,Active,,,MARMLS,N,Y,25.7,-80.2
20428,MLS Listing,NA,Condo/Co-op,Bayside,NY,11360,2,2,Bay Terrace,NA,NA,1982,48,NA,876,Active,,,MLSLI,N,Y,40.8,-73.8
20429,MLS Listing,NA,Townhouse,Baltimore,MD,21224,3,1.5,Patterson Park,1332,NA,1920,62,115,NA,Active,,,MRIS,N,Y,39.3,-76.6
20430,New Construction Home,NA,Single Family Residential,Atlanta,GA,30324,4,4.5,Broadview Place Terrace,2541,NA,2017,225,268,NA,Active,,,NewHomeSource.com,N,Y,33.8,-84.4
20431,MLS Listing,NA,Vacant Land,Atlanta,GA,30350,NA,NA,Enclave at Jett Ferry,NA,89733,NA,275,NA,250,Active,,,GAMLS,N,Y,34,-84.3
20432,MLS Listing,NA,Single Family Residential,Chapel Hill,NC,27517,4,3,Downing Creek,2419,9147,1996,1,148,45,Active,,,TMLS,N,Y,35.9,-79
20433,New Construction Plan,NA,Single Family Residential,Raleigh,NC,27603,3,3.5,Banks Pointe,3650,NA,NA,NA,127,NA,Active,,,NewHomeSource.com,N,Y,35.6,-78.7
20434,MLS Listing,NA,Single Family Residential,Atlanta,GA,30336,3,2.5,Cascade Place,NA,NA,2018,3,NA,NA,Active,,,FMLS,N,Y,33.7,-84.6
20435,MLS Listing,NA,Single Family Residential,Miami,FL,33127,2,1,Columbia Pk Corr Pl,1113,5800,1940,322,337,NA,Active,,,MARMLS,N,Y,25.8,-80.2
20436,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32257,5,3,Abby Glen,2775,NA,2015,54,108,40,Active,,,NEFLMLS,N,Y,30.2,-81.6
20437,MLS Listing,NA,Single Family Residential,Dana Point,CA,92624,3,2.5,CB - Capistrano Beach,1882,5998,1975,8,598,NA,Active,,,CRMLS,N,Y,33.5,-117.7
20438,MLS Listing,NA,Condo/Co-op,Huntington Beach,CA,92646,2,1.75,14 - South Huntington Beach,1030,NA,1972,8,527,460,Active,,,CRMLS,N,Y,33.7,-118
20439,MLS Listing,NA,Single Family Residential,Baltimore,MD,21207,4,2.5,Gwynn Oak,2214,6600,2018,35,163,NA,Active,,,MRIS,N,Y,39.3,-76.7
20440,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,1,1,Sls Brickell,717,NA,2016,457,628,414,Active,,,MARMLS,N,Y,25.8,-80.2
20441,MLS Listing,NA,Single Family Residential,Miami,FL,33185,4,2,Caribe Lakes Phase Ii,1926,5521,1997,122,206,115,Active,,,MARMLS,N,Y,25.7,-80.4
20442,MLS Listing,NA,Condo/Co-op,Miami,FL,33131,2,2.5,The Plaza,1289,NA,2008,406,524,NA,Active,,,MARMLS,N,Y,25.8,-80.2
20443,MLS Listing,NA,Condo/Co-op,Miami,FL,33132,2,2,The Grand,1390,NA,1986,156,360,NA,Active,,,MARMLS,N,Y,25.8,-80.2
20444,MLS Listing,NA,Single Family Residential,Baltimore,MD,21218,3,2.5,1703 Lakeside Ave,2215,5500,1925,90,113,NA,Active,,,MRIS,N,Y,39.3,-76.6
20445,MLS Listing,NA,Townhouse,Brooklyn,NY,11228,3,3,Dyker Heights,3250,4000,1960,36,615,NA,Active,,,SIBORMLS,N,Y,40.6,-74
20446,MLS Listing,NA,Single Family Residential,Ponte Vedra,FL,32081,4,4,Timberland Ridge@nocate,3143,NA,2018,149,153,50,Active,,,NEFLMLS,N,Y,30.1,-81.4
20447,MLS Listing,NA,Condo/Co-op,Orlando,FL,32821,1,1,Orlando,621,8897,2002,56,185,NA,Active,,,MFRMLS,N,Y,28.3,-81.5
20448,MLS Listing,NA,Condo/Co-op,Dana Point,CA,92629,1,1,DO - Del Obispo,940,NA,1997,109,218,3375,Active,,,CRMLS,N,Y,33.5,-117.7
20449,MLS Listing,NA,Townhouse,Jacksonville,FL,32209,3,1.5,Grand Boulevard,1120,NA,1970,39,45,NA,Active,,,NEFLMLS,N,Y,30.4,-81.7
20450,MLS Listing,NA,Vacant Land,Richmond,VA,23222,0,NA,Providence Park,NA,8102,NA,1,NA,NA,Active,NA,NA,CVRMLS,N,Y,37.6,-77.4
20451,MLS Listing,NA,Single Family Residential,Newport Beach,CA,92661,4,4.5,NP - Balboa Peninsula,3133,2450,2016,160,1333,NA,Active,,,CRMLS,N,Y,33.6,-117.9
20452,MLS Listing,NA,Condo/Co-op,Atlanta,GA,30309,1,1.5,Above The Four Seasons,NA,NA,1992,33,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.4
20453,MLS Listing,NA,Single Family Residential,Orlando,FL,32837,3,2,Orlando,1574,5488,1989,26,152,76,Active,,,MFRMLS,N,Y,28.4,-81.4
20454,MLS Listing,NA,Single Family Residential,Atlanta,GA,30317,4,3.5,Kirkwood,NA,NA,2018,29,NA,NA,Active,,,GAMLS,N,Y,33.8,-84.3
20455,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32211,3,2,Arlington,1218,NA,1960,13,130,NA,Active,,,NEFLMLS,N,Y,30.3,-81.6
20456,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32210,5,3.5,Cedar Shores Manor,3475,NA,1954,1,102,NA,Active,,,NEFLMLS,N,Y,30.3,-81.7
20457,MLS Listing,NA,Single Family Residential,Raleigh,NC,27603,2,3,Wake,2600,3593700,1940,31,1346,NA,Active,,,TMLS,N,Y,35.7,-78.7
20458,MLS Listing,NA,Single Family Residential,Brookhaven,GA,30319,5,5,Brookhaven,NA,NA,1935,48,NA,NA,Active,,,FMLS,N,Y,33.9,-84.3
20459,MLS Listing,NA,Multi-Family (2-4 Unit),Bronx,NY,10474,8,2,Bronx,3350,2500,1925,34,224,NA,Active,,,HGMLS,N,Y,40.8,-73.9
20460,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32257,5,3.5,Benton Lakes,3036,NA,2013,26,125,38,Active,,,NEFLMLS,N,Y,30.2,-81.6
20461,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,2,2,Mint,1118,NA,2010,490,438,739,Active,,,MARMLS,N,Y,25.8,-80.2
20462,MLS Listing,NA,Vacant Land,Jacksonville,FL,32225,NA,NA,St Johns Landing,NA,NA,NA,22,NA,1854,Active,,,NEFLMLS,N,Y,30.4,-81.5
20463,MLS Listing,NA,Condo/Co-op,Miami,FL,33137,2,2,Paramount Bay,1128,NA,2010,817,610,982,Active,,,MARMLS,N,Y,25.8,-80.2
20464,MLS Listing,NA,Townhouse,Newport Beach,CA,92660,3,1.75,NV - East Bluff - Harbor View,1680,2592,1967,145,676,444,Active,March-11-2018 01:00 PM,March-11-2018 04:00 PM,CRMLS,N,Y,33.6,-117.9
20465,MLS Listing,NA,Single Family Residential,Santa Ana,CA,92707,4,3,69 - Santa Ana South of First,2688,7000,1972,15,334,NA,Active,,,CRMLS,N,Y,33.7,-117.9
20466,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32221,4,2,Adams Lake,1698,NA,2017,96,112,33,Active,,,NEFLMLS,N,Y,30.3,-81.9
20467,MLS Listing,NA,Townhouse,Baltimore,MD,21211,3,3,Hampden,984,NA,1880,5,334,NA,Active,,,MRIS,N,Y,39.3,-76.6
20468,MLS Listing,NA,Vacant Land,Orlando,FL,32807,0,NA,Orlando,NA,868586,NA,729,NA,NA,Active,,,MFRMLS,N,Y,28.5,-81.3
20469,MLS Listing,NA,Single Family Residential,Orlando,FL,32837,3,2.5,Orlando,2037,13266,1986,340,147,64,Active,,,MFRMLS,N,Y,28.4,-81.4
20470,MLS Listing,NA,Single Family Residential,Anaheim Hills,CA,92807,2,2,77 - Anaheim Hills,1330,3800,1989,60,444,353,Active,,,CRMLS,N,Y,33.8,-117.8
20471,MLS Listing,NA,Single Family Residential,Buena Park,CA,90621,3,2,82 - Buena Park,1733,10925,1957,12,375,NA,Active,,,CRMLS,N,Y,33.9,-118
20472,New Construction Home,NA,Single Family Residential,San Clemente,CA,92672,5,5.5,Sea Summit Indigo,4701,NA,2017,251,660,NA,Active,,,NewHomeSource.com,N,Y,33.4,-117.6
20473,MLS Listing,NA,Single Family Residential,Cary,NC,27519,4,5,Dunhill,3374,14810,2018,26,219,100,Active,,,TMLS,N,Y,35.8,-78.9
20474,MLS Listing,NA,Single Family Residential,Raleigh,NC,27603,3,3,Wake,2777,32670,2018,14,126,46,Active,,,TMLS,N,Y,35.6,-78.7
20475,MLS Listing,NA,Single Family Residential,Miami,FL,33176,4,2,Lakeshore Sec 3,2107,18600,1972,119,332,NA,Active,,,MARMLS,N,Y,25.6,-80.3
20476,MLS Listing,NA,Townhouse,Baltimore,MD,21218,3,2,0,NA,NA,1920,38,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
20477,New Construction Home,NA,Single Family Residential,Brea,CA,92823,2,2,Olvera at La Floresta,2329,NA,2018,22,449,NA,Active,,,NewHomeSource.com,N,Y,33.9,-117.8
20478,MLS Listing,NA,Single Family Residential,Orlando,FL,32818,3,2,,1495,8855,1960,166,100,NA,Active,,,MFRMLS,N,Y,28.6,-81.5
20479,MLS Listing,NA,Vacant Land,BALTIMORE,MD,21206,NA,NA,BALTIMORE,NA,18730,NA,131,NA,NA,Active,,,BRIGHT MLS,N,Y,39.4,-76.5
20480,MLS Listing,NA,Single Family Residential,Baltimore,MD,21210,5,4.5,Roland Park,4831,17293,1907,130,129,6,Active,,,MRIS,N,Y,39.3,-76.6
20481,MLS Listing,NA,Single Family Residential,New Hyde Park,NY,11040,4,3,New Hyde Park,NA,6000,1950,6,NA,NA,Active,,,MLSLI,N,Y,40.7,-73.7
20482,MLS Listing,NA,Condo/Co-op,Jacksonville,FL,32256,2,2,Villas Of Timberlin,1009,NA,1997,95,124,210,Active,,,NEFLMLS,N,Y,30.2,-81.5
20483,MLS Listing,NA,Townhouse,Atlanta,GA,30328-2224,3,2.5,Highgate,2000,NA,1971,2,100,NA,Active,,,GAMLS,N,Y,33.9,-84.4
20484,MLS Listing,NA,Single Family Residential,East Point,GA,30344,3,2,Sylvan Terrace,1429,7013,1960,164,63,NA,Active,,,GAMLS,N,Y,33.7,-84.4
20485,MLS Listing,NA,Condo/Co-op,Miami,FL,33186,2,1,Parc Vista,862,NA,1987,5,173,229,Active,,,MARMLS,N,Y,25.7,-80.4
20486,MLS Listing,NA,Townhouse,Brookhaven,GA,30319-2111,4,3.5,Brookhaven Crossing,NA,NA,2016,2,NA,16,Active,,,GAMLS,N,Y,33.9,-84.3
20487,MLS Listing,NA,Mobile/Manufactured Home,Newport Beach,CA,92663,2,2,N8 - West Newport - Lido,1054,NA,2017,189,470,NA,Active,March-10-2018 12:00 PM,March-10-2018 03:00 PM,CRMLS,N,Y,33.6,-117.9
20488,MLS Listing,NA,Single Family Residential,Dana Point,CA,92629,4,3.5,LT - Lantern Village,3765,10125,1954,149,902,NA,Active,,,CRMLS,N,Y,33.5,-117.7
20489,MLS Listing,NA,Single Family Residential,Raleigh,NC,27612,3,2,Glen Eden,2822,17859,1959,16,168,NA,Active,March-10-2018 02:00 PM,March-10-2018 04:00 PM,TMLS,N,Y,35.8,-78.7
20490,MLS Listing,NA,Multi-Family (5+ Unit),Anaheim,CA,92802,24,13,78 - Anaheim East of Harbor,9036,11325,1963,99,268,NA,Active,,,CRMLS,N,Y,33.8,-117.9
20491,MLS Listing,NA,Townhouse,Baltimore,MD,21217,3,1,,2400,1184,1920,20,40,NA,Active,,,MRIS,N,Y,39.3,-76.6
20492,MLS Listing,NA,Single Family Residential,Jacksonville,FL,32210,3,2,Cedar Hills Estates,1417,NA,1959,9,99,NA,Active,,,NEFLMLS,N,Y,30.3,-81.8
20493,MLS Listing,NA,Condo/Co-op,Miami,FL,33130,1,2,Sls Brickell,880,NA,2016,1,733,638,Active,,,MARMLS,N,Y,25.8,-80.2
20494,MLS Listing,NA,Townhouse,Miami,FL,33196,3,2.5,Kendall Square,NA,NA,2016,58,NA,146,Active,,,MARMLS,N,Y,25.7,-80.5
20495,New Construction Plan,NA,Condo/Co-op,Fairfax,VA,22030,2,2,Mount Vineyard Flats,1918,NA,NA,NA,305,NA,Active,,,NewHomeSource.com,N,Y,38.9,-77.3
20496,MLS Listing,NA,Single Family Residential,Orlando,FL,32819,5,5,Orlando,6327,24832,1990,54,198,333,Active,,,MFRMLS,N,Y,28.4,-81.5
20497,New Construction Home,NA,Single Family Residential,Lake Forest,CA,92610,4,3,Sagebluff at IronRidge,2260,NA,2017,140,402,NA,Active,,,NewHomeSource.com,N,Y,33.7,-117.6
20498,MLS Listing,NA,Single Family Residential,Staten Island,NY,10310,3,2,Clove Lake,1755,6045,1920,57,399,NA,Active,,,SIBORMLS,N,Y,40.6,-74.1
20499,MLS Listing,NA,Condo/Co-op,Bronx,NY,10461,2,2,Bronx,1000,1001,1970,54,239,NA,Active,,,HGMLS,N,Y,40.8,-73.8
20500,MLS Listing,NA,Single Family Residential,Laguna Niguel,CA,92677,4,2.75,LNSEA - Sea Country,2416,9514,1987,26,404,145,Active,,,CRMLS,N,Y,33.5,-117.7
20501,MLS Listing,NA,Townhouse,Baltimore,MD,21217,4,3,Madison Park,NA,NA,1920,51,NA,NA,Active,,,MRIS,N,Y,39.3,-76.6
20502,MLS Listing,NA,Single Family Residential,Apex,NC,27523,4,3,Wake,2790,8407,2018,12,196,65,Active,,,TMLS,N,Y,35.8,-78.9
